1,698,24
2,2,33
3,296,28
4,546,46
5,490,72
6,38,98
7,201,51
8,556,89
9,468,13
10,429,89
11,907,67
12,899,70
13,511,70
14,111,94
15,106,17
16,407,68
17,462,95
18,812,60
19,323,66
20,651,67
21,666,17
22,776,24
23,827,8
24,477,40
25,773,68
26,407,96
27,961,7
28,386,99
29,654,73
30,560,57
31,730,16
32,924,6
33,729,96
34,675,95
35,984,78
36,959,34
37,84,84
38,942,76
39,26,86
40,511,94
41,971,22
42,878,26
43,115,36
44,47,21
45,70,84
46,187,20
47,669,75
48,516,48
49,421,57
50,345,19
51,779,12
52,577,43
53,295,9
54,795,25
55,331,27
56,94,51
57,349,6
58,638,85
59,34,45
60,90,36
61,724,46
62,161,55
63,387,47
64,959,99
65,811,70
66,601,88
67,853,30
68,752,59
69,575,97
70,947,42
71,965,88
72,40,82
73,676,22
74,528,37
75,890,98
76,711,45
77,572,70
78,164,18
79,225,66
80,475,58
81,690,14
82,584,80
83,311,30
84,19,14
85,467,18
86,270,88
87,80,90
88,252,27
89,348,58
90,913,80
91,988,43
92,97,73
93,1,65
94,664,53
95,946,89
96,731,81
97,39,15
98,662,70
99,18,61
100,201,27
101,36,30
102,36,45
103,624,24
104,7,91
105,236,17
106,816,66
107,313,85
108,549,16
109,355,60
110,389,31
111,789,56
112,587,37
113,849,55
114,146,59
115,517,54
116,631,75
117,720,17
118,256,59
119,535,20
120,956,8
121,479,47
122,541,89
123,653,72
124,276,33
125,573,37
126,485,43
127,634,38
128,607,36
129,785,49
130,650,45
131,43,43
132,935,30
133,840,17
134,462,92
135,823,71
136,402,82
137,111,41
138,415,100
139,581,42
140,329,51
141,691,24
142,429,57
143,797,41
144,57,22
145,2,100
146,848,11
147,410,81
148,797,90
149,701,11
150,487,88
151,130,64
152,711,6
153,74,10
154,1,54
155,621,58
156,84,85
157,389,12
158,194,79
159,252,19
160,236,83
161,103,76
162,382,30
163,632,96
164,678,69
165,829,47
166,94,42
167,906,79
168,608,83
169,852,20
170,223,90
171,26,48
172,547,94
173,995,71
174,984,67
175,374,16
176,759,60
177,135,9
178,202,58
179,944,35
180,209,30
181,476,49
182,177,37
183,811,28
184,430,61
185,112,83
186,287,73
187,484,94
188,208,93
189,447,85
190,653,50
191,542,31
192,796,96
193,325,75
194,955,23
195,900,51
196,849,48
197,554,45
198,828,33
199,560,19
200,28,18
201,486,28
202,207,50
203,573,6
204,981,54
205,678,63
206,297,26
207,279,71
208,595,11
209,977,61
210,674,86
211,533,46
212,756,84
213,578,20
214,909,50
215,438,67
216,473,66
217,604,83
218,988,66
219,724,58
220,228,64
221,440,59
222,36,16
223,666,58
224,508,53
225,431,23
226,130,73
227,477,70
228,479,12
229,69,45
230,944,95
231,814,51
232,736,11
233,461,97
234,318,24
235,1,50
236,950,30
237,257,60
238,678,92
239,448,44
240,295,81
241,106,49
242,613,57
243,596,74
244,178,28
245,929,67
246,675,35
247,905,100
248,146,89
249,68,36
250,608,98
251,201,29
252,435,36
253,921,69
254,637,14
255,171,12
256,379,25
257,84,51
258,845,61
259,548,7
260,640,48
261,789,26
262,207,56
263,406,71
264,776,36
265,253,20
266,146,13
267,267,91
268,471,59
269,917,48
270,225,12
271,566,87
272,452,19
273,239,73
274,556,21
275,970,21
276,280,94
277,526,80
278,866,24
279,431,21
280,777,35
281,880,15
282,433,31
283,312,39
284,849,11
285,540,72
286,48,77
287,632,32
288,560,74
289,707,36
290,186,8
291,288,66
292,364,58
293,517,40
294,457,29
295,708,58
296,6,19
297,608,84
298,982,55
299,377,100
300,40,93
301,751,100
302,551,78
303,546,58
304,61,8
305,281,72
306,588,22
307,795,16
308,95,8
309,528,14
310,287,80
311,26,50
312,934,49
313,988,8
314,75,28
315,980,80
316,102,59
317,134,67
318,589,96
319,297,80
320,157,13
321,255,41
322,820,36
323,778,71
324,6,30
325,840,71
326,205,14
327,433,5
328,739,81
329,238,28
330,127,40
331,229,42
332,641,88
333,672,99
334,621,58
335,16,65
336,286,58
337,254,24
338,147,63
339,935,23
340,71,61
341,782,18
342,327,64
343,373,5
344,779,79
345,278,78
346,366,55
347,273,9
348,357,45
349,733,56
350,979,40
351,245,98
352,95,6
353,278,17
354,525,89
355,935,6
356,476,30
357,247,20
358,488,81
359,992,79
360,616,65
361,339,69
362,600,15
363,181,59
364,883,31
365,993,52
366,963,82
367,709,61
368,982,93
369,536,73
370,905,6
371,980,89
372,372,88
373,744,7
374,478,88
375,321,67
376,118,13
377,326,52
378,273,57
379,16,41
380,214,96
381,439,93
382,876,96
383,249,66
384,489,50
385,823,97
386,705,95
387,288,12
388,227,59
389,542,44
390,120,43
391,691,11
392,736,40
393,251,49
394,683,78
395,565,68
396,484,79
397,645,43
398,81,61
399,64,30
400,202,59
401,933,35
402,417,97
403,213,36
404,981,80
405,593,64
406,929,11
407,77,7
408,297,51
409,291,38
410,767,92
411,611,58
412,608,93
413,340,73
414,60,61
415,302,79
416,861,48
417,503,74
418,880,38
419,107,43
420,739,53
421,702,63
422,872,50
423,750,53
424,863,14
425,39,26
426,707,12
427,545,15
428,746,59
429,838,59
430,400,22
431,833,65
432,654,67
433,60,80
434,483,52
435,245,54
436,715,97
437,811,6
438,524,62
439,325,46
440,612,60
441,191,79
442,736,61
443,100,95
444,936,15
445,478,59
446,688,75
447,625,74
448,677,86
449,115,36
450,946,33
451,407,43
452,714,31
453,36,94
454,435,37
455,291,76
456,574,80
457,890,70
458,248,51
459,261,75
460,194,74
461,550,66
462,347,64
463,916,93
464,816,61
465,791,44
466,104,8
467,347,100
468,731,90
469,858,50
470,674,65
471,181,47
472,95,49
473,295,28
474,563,80
475,593,71
476,850,92
477,619,11
478,619,6
479,669,37
480,382,64
481,166,96
482,49,22
483,894,50
484,671,90
485,406,33
486,875,81
487,841,78
488,720,90
489,17,38
490,405,95
491,608,97
492,449,100
493,794,24
494,450,38
495,475,99
496,826,10
497,320,84
498,330,35
499,286,61
500,467,14
501,16,5
502,948,42
503,432,34
504,724,52
505,198,57
506,539,9
507,647,20
508,155,63
509,74,22
510,383,52
511,241,7
512,453,92
513,258,64
514,129,5
515,837,8
516,607,96
517,498,38
518,127,67
519,23,39
520,279,33
521,864,93
522,932,24
523,270,82
524,659,12
525,36,27
526,647,22
527,657,33
528,303,9
529,106,54
530,926,33
531,879,24
532,349,41
533,827,24
534,46,67
535,110,62
536,686,97
537,933,96
538,615,9
539,777,28
540,956,96
541,76,34
542,254,54
543,579,60
544,612,40
545,20,28
546,504,8
547,713,30
548,94,10
549,301,20
550,681,8
551,778,42
552,466,38
553,219,72
554,815,70
555,37,36
556,797,98
557,53,69
558,131,65
559,787,67
560,121,58
561,794,73
562,532,95
563,375,15
564,619,99
565,965,92
566,751,24
567,107,67
568,663,7
569,295,37
570,902,43
571,799,84
572,132,67
573,317,33
574,177,37
575,270,47
576,193,18
577,193,99
578,685,90
579,276,5
580,268,54
581,985,40
582,31,91
583,639,94
584,569,83
585,458,64
586,647,74
587,612,55
588,655,5
589,468,14
590,781,97
591,545,49
592,974,29
593,378,70
594,290,70
595,451,33
596,821,9
597,564,54
598,917,58
599,84,11
600,533,7
601,725,22
602,239,81
603,502,31
604,240,34
605,659,75
606,863,31
607,59,15
608,812,12
609,652,55
610,754,81
611,944,41
612,959,26
613,78,67
614,83,78
615,783,98
616,468,15
617,668,32
618,540,88
619,761,38
620,194,47
621,357,9
622,108,31
623,860,15
624,945,89
625,615,9
626,356,7
627,94,98
628,197,87
629,120,71
630,659,76
631,393,81
632,799,60
633,409,66
634,447,37
635,602,34
636,434,89
637,886,9
638,410,88
639,49,60
640,622,56
641,408,26
642,459,68
643,22,60
644,656,76
645,213,48
646,458,68
647,297,76
648,106,20
649,830,89
650,742,52
651,304,26
652,638,94
653,394,15
654,11,87
655,825,38
656,340,10
657,512,22
658,215,41
659,9,71
660,585,98
661,747,87
662,110,73
663,462,13
664,581,63
665,361,79
666,151,63
667,842,42
668,210,66
669,692,93
670,386,70
671,490,77
672,339,44
673,689,10
674,933,54
675,873,34
676,135,35
677,498,58
678,510,64
679,738,69
680,597,96
681,926,84
682,798,50
683,403,90
684,842,83
685,37,95
686,592,96
687,339,42
688,391,81
689,900,42
690,39,22
691,668,12
692,639,19
693,350,90
694,170,20
695,560,18
696,548,81
697,13,33
698,238,12
699,7,82
700,696,66
701,535,38
702,490,5
703,21,25
704,449,23
705,446,42
706,855,84
707,570,6
708,874,43
709,274,53
710,383,84
711,809,13
712,203,41
713,291,96
714,597,38
715,518,73
716,884,67
717,531,56
718,386,81
719,692,6
720,134,15
721,736,49
722,860,78
723,331,93
724,194,86
725,276,18
726,930,100
727,666,88
728,657,34
729,779,99
730,16,37
731,685,65
732,216,18
733,897,71
734,770,16
735,201,47
736,48,12
737,273,98
738,353,74
739,357,50
740,437,78
741,818,86
742,687,25
743,477,82
744,76,11
745,102,92
746,711,76
747,54,98
748,948,67
749,561,100
750,158,55
751,365,64
752,690,12
753,575,6
754,862,94
755,566,14
756,128,22
757,829,32
758,774,19
759,716,55
760,761,93
761,688,42
762,777,82
763,185,58
764,107,36
765,279,85
766,610,29
767,814,71
768,801,49
769,263,21
770,268,22
771,303,87
772,939,89
773,694,46
774,783,64
775,533,9
776,91,45
777,647,84
778,82,14
779,199,23
780,223,57
781,103,65
782,487,5
783,959,64
784,999,35
785,989,65
786,407,35
787,179,85
788,51,83
789,317,61
790,839,45
791,732,83
792,483,5
793,405,18
794,257,76
795,998,16
796,356,48
797,517,44
798,804,62
799,417,90
800,102,43
801,292,20
802,190,11
803,337,32
804,586,21
805,761,87
806,33,99
807,28,75
808,474,7
809,38,66
810,926,93
811,774,85
812,943,98
813,138,75
814,798,47
815,685,55
